Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.20-192.168.1.24-50046-2404-6,192.168.1.20,50046,192.168.1.24,2404,6,25/04/2020 12:32:17 AM,119671120,63,245,388.0,5786.0,16.0,6.0,6.15873015873016,1.2598815766974245,40.0,6.0,23.61632653061224,8.252156870036764,51.591394816059214,2.573720376311344,389808.2084690554,326323.2748430151,999275.0,22.0,117662136.0,1897776.387096774,300538.0810526867,2333751.0,213134.0,119670460.0,490452.7049180328,298893.7318140813,1297689.0,829.0,0,1,0,0,1260,4900,0.5264428042455022,2.0472775720658416,6.0,40.0,20.0,10.222206537411894,104.49350649350643,0,0,0,1,1,0,0,0,3.0,20.064935064935067,6.158730158730159,23.616326530612245,0,0,0,0,0,0,63,388,245,5786,-1,255,63,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.24-50046-2404-6,192.168.1.20,50046,192.168.1.24,2404,6,25/04/2020 12:34:17 AM,119718999,61,244,366.0,5712.0,6.0,6.0,6.0,0.0,32.0,16.0,23.40983606557378,7.994601160135533,50.7688842269722,2.547632393752307,393812.49671052623,330838.5872254325,1281923.0,23.0,117343707.0,1955728.45,197250.92347131248,2358915.0,1202619.0,119718999.0,492670.7777777778,303686.03417663753,1297923.0,1311.0,0,1,0,0,1220,4880,0.5095264787504613,2.0381059150018452,6.0,32.0,19.915032679738555,9.973372885851603,99.46816672023995,0,0,0,1,1,0,0,0,4.0,19.98032786885246,6.0,23.409836065573767,0,0,0,0,0,0,61,366,244,5712,-1,253,61,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.24-50046-2404-6,192.168.1.20,50046,192.168.1.24,2404,6,25/04/2020 12:36:17 AM,119218869,67,280,412.0,5742.0,16.0,6.0,6.1492537313432845,1.2216944435630523,56.0,6.0,20.507142857142853,7.507221305902144,51.619345592013644,2.9106130842425624,344563.2052023122,292888.1084638496,1298413.0,21.0,118716604.0,1798736.4242424243,362879.7550274773,2282423.0,203445.0,119218242.0,427305.52688172046,273439.6601687338,1298413.0,873.0,0,1,0,0,1340,5600,0.5619915753436647,2.3486215088988978,6.0,56.0,17.729885057471247,8.81618389927456,77.72509854582802,0,0,0,1,1,0,0,0,4.0,17.780979827089336,6.149253731343284,20.507142857142856,0,0,0,0,0,0,67,412,280,5742,-1,252,67,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.24-50046-2404-6,192.168.1.20,50046,192.168.1.24,2404,6,25/04/2020 12:38:17 AM,119717942,68,257,408.0,5760.0,6.0,6.0,6.0,0.0,32.0,16.0,22.412451361867713,7.856197830883378,51.52109948565605,2.7147142238713062,369499.8209876544,350159.8372713344,1280871.0,22.0,117345784.0,1751429.6119402985,324916.8522780428,2343171.0,1200169.0,119717942.0,467648.2109375,331389.62544089,1281424.0,1159.0,0,1,0,0,1360,5140,0.568001745302304,2.1467124785690017,6.0,32.0,18.96932515337421,9.654603246683578,93.21136385087307,0,0,0,1,1,0,0,0,3.0,19.02769230769231,6.0,22.412451361867703,0,0,0,0,0,0,68,408,257,5760,-1,256,68,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.24-50046-2404-6,192.168.1.20,50046,192.168.1.24,2404,6,25/04/2020 12:40:17 AM,119738183,70,259,420.0,5760.0,6.0,6.0,6.0,0.0,32.0,16.0,22.239382239382238,7.818968760975435,51.61260882002861,2.747661537506377,365055.43597560964,347675.9715087579,1234599.0,16.0,119737451.0,1735325.376811594,311528.85928920365,2034610.0,1201746.0,119733152.0,464081.984496124,333784.2535971993,1296815.0,958.0,0,1,0,0,1400,5180,0.5846088377673143,2.163052699739063,6.0,32.0,18.775757575757588,9.598854741179686,92.13801234226773,0,0,0,1,1,0,0,0,3.0,18.832826747720365,6.0,22.239382239382238,0,0,0,0,0,0,70,420,259,5760,-1,254,70,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.24-50046-2404-6,192.168.1.20,50046,192.168.1.24,2404,6,25/04/2020 12:42:18 AM,119999858,62,244,382.0,5838.0,16.0,6.0,6.161290322580648,1.2700012700019052,48.0,6.0,23.92622950819673,8.259841898851505,51.83339466951704,2.550003017503571,393442.1573770489,315121.9236176817,987150.0,21.0,116965733.0,1917471.0327868843,253751.46686472345,2084339.0,535106.0,119999858.0,493826.57613168727,283904.05635217763,987150.0,988.0,0,1,0,0,1240,4880,0.516667278056279,2.0333357394472915,6.0,48.0,20.312703583061896,10.27370214375749,105.5489557386472,0,0,0,1,1,0,0,0,3.0,20.37908496732026,6.161290322580645,23.92622950819672,0,0,0,0,0,0,62,382,244,5838,-1,253,62,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.24-50046-2404-6,192.168.1.20,50046,192.168.1.24,2404,6,25/04/2020 12:44:18 AM,119999794,67,249,402.0,5792.0,6.0,6.0,6.0,0.0,32.0,16.0,23.26104417670681,7.981842329300594,51.616755275429895,2.633337853896649,380951.726984127,311744.2076335223,993471.0,17.0,119779500.0,1814840.909090908,288286.32989825745,2440153.0,925649.0,119999794.0,483870.13709677424,295494.1583475376,993471.0,926.0,0,1,0,0,1340,4980,0.5583342918072011,2.0750035620894485,6.0,32.0,19.640378548895878,10.013124797518387,100.26266821067765,0,0,0,1,1,0,0,0,3.0,19.70253164556962,6.0,23.26104417670683,0,0,0,0,0,0,67,402,249,5792,-1,251,67,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.24-50046-2404-6,192.168.1.20,50046,192.168.1.24,2404,6,25/04/2020 12:46:19 AM,119999546,65,248,390.0,5776.0,6.0,6.0,6.0,0.0,32.0,16.0,23.29032258064516,7.984574392890417,51.3835277343466,2.6083432015651127,384613.9294871796,298618.4016160184,993076.0,18.0,117481835.0,1835653.671875,324824.5890731999,2592475.0,868976.0,119999546.0,485828.1214574899,288809.5458827098,993076.0,927.0,0,1,0,0,1300,4960,0.5416687159799755,2.0666744855851373,6.0,32.0,19.68789808917197,9.977196686184984,99.54445371482063,0,0,0,1,1,0,0,0,3.0,19.750798722044724,6.0,23.29032258064516,0,0,0,0,0,0,65,390,248,5776,-1,255,65,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.24-50046-2404-6,192.168.1.20,50046,192.168.1.24,2404,6,25/04/2020 12:48:19 AM,119750714,67,245,412.0,5822.0,16.0,6.0,6.1492537313432845,1.2216944435630523,88.0,6.0,23.76326530612246,9.044124391857393,52.058144722210166,2.605412440380105,385050.52733118966,278624.730400793,996071.0,19.0,118211381.0,1791081.53030303,455386.0355898979,2670687.0,864617.0,119750714.0,490781.6147540984,280591.3671890783,996071.0,961.0,0,1,0,0,1340,4900,0.5594956202098302,2.045916820170275,6.0,88.0,20.01916932907347,10.819599526930693,117.06373392315888,0,0,0,1,1,0,0,0,3.0,20.08333333333333,6.149253731343284,23.763265306122452,0,0,0,0,0,0,67,412,245,5822,-1,254,67,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.24-50046-2404-6,192.168.1.20,50046,192.168.1.24,2404,6,25/04/2020 12:50:19 AM,119849876,64,241,384.0,5792.0,6.0,6.0,6.0,0.0,32.0,16.0,24.033195020746888,8.016580328667274,51.53113383279597,2.5448503592944896,394243.0131578948,291055.40384136577,996916.0,21.0,119449195.0,1896018.9682539685,729230.9881572098,3951242.0,445.0,119849876.0,499374.4833333333,296090.47774958005,997338.0,3116.0,0,1,0,0,1280,4820,0.5340013868683519,2.0108489724261376,6.0,32.0,20.287581699346408,10.244021496840466,104.93997642772959,0,0,0,1,1,0,0,0,3.0,20.354098360655733,6.0,24.033195020746888,0,0,0,0,0,0,64,384,241,5792,-1,252,64,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
