Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.13-192.168.1.20-2404-50049-6,192.168.1.20,50049,192.168.1.13,2404,6,25/04/2020 12:32:34 AM,118724410,58,200,358.0,4586.0,16.0,6.0,6.172413793103449,1.3130643285972259,40.0,6.0,22.93,8.249568284729941,41.642657984150006,2.1730998705321003,461962.68482490256,518850.9032499632,2361256.0,17.0,116235284.0,2039215.50877193,641303.2341848933,4437899.0,355712.0,118724410.0,596605.0753768842,537250.1926732778,2361256.0,1361.0,0,1,0,0,1160,4000,0.4885263274839605,1.6845735430481397,6.0,40.0,19.11196911196912,10.12322391269892,102.47966238663919,0,0,0,1,1,0,0,0,3.0,19.186046511627904,6.172413793103447,22.93,0,0,0,0,0,0,58,358,200,4586,-1,255,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.13-192.168.1.20-2404-50049-6,192.168.1.20,50049,192.168.1.13,2404,6,25/04/2020 12:34:35 AM,119890784,58,207,348.0,4678.0,6.0,6.0,6.0,0.0,32.0,6.0,22.599033816425127,7.97499727813305,41.921487476468585,2.2103450420342567,454131.7575757573,484115.42808745353,2556529.0,19.0,116764110.0,2048493.1578947385,545013.6951680271,4017921.0,1307053.0,119890784.0,581994.0970873783,512964.9507012368,2556529.0,3454.0,0,1,0,0,1160,4140,0.48377363184146,1.726571410192797,6.0,32.0,18.9172932330827,9.857892241154712,97.17803943821826,0,0,0,1,1,0,0,0,3.0,18.98867924528302,6.0,22.599033816425123,0,0,0,0,0,0,58,348,207,4678,-1,253,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.13-192.168.1.20-2404-50049-6,192.168.1.20,50049,192.168.1.13,2404,6,25/04/2020 12:36:36 AM,119047475,53,164,328.0,3694.0,16.0,6.0,6.1886792452830175,1.3736056394868903,40.0,6.0,22.524390243902435,8.060698579472296,33.784840879657466,1.8228022055906687,551145.7175925929,650477.3294353664,2421446.0,12.0,119000466.0,2288470.4999999995,691763.8138670046,4482891.0,4913.0,119047475.0,730352.6073619631,688361.4384355196,2421446.0,3736.0,0,1,0,0,1060,3280,0.4452005386926518,1.3776016668980169,6.0,40.0,18.59633027522936,9.96733768728858,99.34782057244324,0,0,0,1,1,0,0,0,3.0,18.682027649769584,6.1886792452830175,22.52439024390244,0,0,0,0,0,0,53,328,164,3694,-1,252,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.13-192.168.1.20-2404-50049-6,192.168.1.20,50049,192.168.1.13,2404,6,25/04/2020 12:38:36 AM,118780263,61,212,366.0,4944.0,6.0,6.0,6.0,0.0,32.0,16.0,23.320754716981124,7.989978521477657,44.70439672287979,2.2983616394248934,436692.14338235284,423321.4649895929,1501209.0,16.0,117000204.0,1950003.4000000004,424302.4351373657,3173144.0,1105694.0,118780263.0,562939.6350710903,434149.5568510864,1548433.0,3557.0,0,1,0,0,1220,4240,0.5135533333513498,1.7848083060735436,6.0,32.0,19.437956204379567,10.071801795706387,101.44119141199438,0,0,0,1,1,0,0,0,3.0,19.50915750915751,6.0,23.32075471698113,0,0,0,0,0,0,61,366,212,4944,-1,251,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.13-192.168.1.20-2404-50049-6,192.168.1.20,50049,192.168.1.13,2404,6,25/04/2020 12:40:36 AM,119211916,59,191,354.0,4416.0,6.0,6.0,6.0,0.0,32.0,16.0,23.120418848167553,7.972396577696317,40.01277858834179,2.0971057960346853,478762.7148594382,501628.7874186287,2105105.0,16.0,119207748.0,2055306.0,487137.5595132153,3746453.0,1096669.0,119203362.0,627386.1157894739,548422.7737813591,2109877.0,3587.0,0,1,0,0,1180,3820,0.4949169678641857,1.6021888281704992,6.0,32.0,19.067729083665352,10.059393342657932,101.19139442231071,0,0,0,1,1,0,0,0,3.0,19.144,6.0,23.12041884816754,0,0,0,0,0,0,59,354,191,4416,-1,255,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.13-192.168.1.20-2404-50049-6,192.168.1.20,50049,192.168.1.13,2404,6,25/04/2020 12:42:36 AM,119951889,56,193,346.0,4526.0,16.0,6.0,6.178571428571429,1.3363062095621223,48.0,6.0,23.45077720207253,8.30969012139708,40.61628408369626,2.0758322530460527,483676.9717741935,465056.75392127427,1641679.0,26.0,118544653.0,2155357.3272727267,559661.0300008673,3422409.0,210380.0,119919113.0,624578.7135416669,486300.999622044,1641679.0,3544.0,0,1,0,0,1120,3860,0.4668538400424857,1.608978413003567,6.0,48.0,19.551999999999992,10.28076224261395,105.69407228915662,0,0,0,1,1,0,0,0,3.0,19.630522088353416,6.178571428571429,23.45077720207254,0,0,0,0,0,0,56,346,193,4526,-1,254,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.13-192.168.1.20-2404-50049-6,192.168.1.20,50049,192.168.1.13,2404,6,25/04/2020 12:44:37 AM,119812802,57,192,342.0,4528.0,6.0,6.0,6.0,0.0,32.0,16.0,23.583333333333325,8.010028618190034,40.64674157274112,2.0782420229183853,483116.13709677424,441236.30375661404,1947359.0,26.0,117106748.0,2091191.9285714286,521277.7481276998,3082399.0,826849.0,119812802.0,627292.1570680629,481266.240529935,1947359.0,3708.0,0,1,0,0,1140,3840,0.4757421498246906,1.6024998730936948,6.0,32.0,19.54399999999999,10.190162986269996,103.83942168674706,0,0,0,1,1,0,0,0,3.0,19.62248995983936,6.0,23.58333333333333,0,0,0,0,0,0,57,342,192,4528,-1,252,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.13-192.168.1.20-2404-50049-6,192.168.1.20,50049,192.168.1.13,2404,6,25/04/2020 12:46:37 AM,119844466,57,186,342.0,4320.0,6.0,6.0,6.0,0.0,32.0,16.0,23.225806451612893,7.983942035561218,38.900419482030976,2.0276280424996846,495225.06611570227,459267.3227244332,1750199.0,30.0,117108894.0,2091230.25,546778.3352211472,3069686.0,935364.0,119844466.0,647807.9243243247,499908.0940457571,1750199.0,3874.0,0,1,0,0,1140,3720,0.4756164544135063,1.5520115880861782,6.0,32.0,19.237704918032783,10.123153820356231,102.478243270593,0,0,0,1,1,0,0,0,3.0,19.31687242798354,6.0,23.22580645161291,0,0,0,0,0,0,57,342,186,4320,-1,251,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.13-192.168.1.20-2404-50049-6,192.168.1.20,50049,192.168.1.13,2404,6,25/04/2020 12:48:37 AM,119860492,64,216,394.0,5086.0,16.0,6.0,6.156250000000001,1.25,48.0,6.0,23.546296296296305,8.280977651819846,45.719819004247036,2.336049146202404,429607.4982078853,384930.7614386891,1574383.0,19.0,119843230.0,1902273.4920634918,636353.736050869,4010143.0,268465.0,119531414.0,555960.0651162793,405838.79416333407,1578462.0,3389.0,0,1,0,0,1280,4320,0.5339540905605493,1.8020950556418545,6.0,48.0,19.61565836298933,10.338294122754569,106.8803253685816,0,0,0,1,1,0,0,0,3.0,19.68571428571429,6.15625,23.546296296296298,0,0,0,0,0,0,64,394,216,5086,-1,255,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.13-192.168.1.20-2404-50049-6,192.168.1.20,50049,192.168.1.13,2404,6,25/04/2020 12:50:38 AM,119255418,58,195,348.0,4464.0,6.0,6.0,6.0,0.0,32.0,16.0,22.892307692307693,7.9433362013659154,40.350367980765455,2.1214969033943603,473235.7857142857,450682.13471808453,1687811.0,26.0,118220380.0,2074041.7543859654,490412.01490966784,3376128.0,1096332.0,119255418.0,614718.6494845359,491016.7418462282,1733883.0,3942.0,0,1,0,0,1160,3900,0.4863510687623434,1.6351458346320165,6.0,32.0,19.00787401574803,9.941724318187854,98.83788241884777,0,0,0,1,1,0,0,0,3.0,19.08300395256917,6.0,22.892307692307693,0,0,0,0,0,0,58,348,195,4464,-1,254,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
