Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.19-192.168.1.20-2404-50050-6,192.168.1.20,50050,192.168.1.19,2404,6,25/04/2020 12:32:44 AM,119752625,59,210,364.0,4826.0,16.0,6.0,6.169491525423732,1.301889109808239,56.0,6.0,22.980952380952374,8.604528631147017,43.33934224823882,2.2462973149857883,446838.1529850744,495618.47995640256,2515315.0,17.0,116197341.0,2003402.4310344825,665757.7452058014,3908132.0,206932.0,119752625.0,572979.0669856461,535065.5899465068,2561958.0,3763.0,0,1,0,0,1180,4200,0.49268231072179,1.7536150042639984,6.0,56.0,19.24444444444444,10.341001272170336,106.93630731102851,0,0,0,1,1,0,0,0,3.0,19.31598513011152,6.1694915254237275,22.980952380952377,0,0,0,0,0,0,59,364,210,4826,-1,255,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.19-192.168.1.20-2404-50050-6,192.168.1.20,50050,192.168.1.19,2404,6,25/04/2020 12:34:46 AM,119220869,55,186,330.0,4320.0,6.0,6.0,6.0,0.0,64.0,16.0,23.22580645161291,8.48799346900692,39.00323860246313,2.021458172729809,496753.6208333329,578920.6272606967,3070882.0,19.0,118125745.0,2187513.796296297,791449.7803446052,4975838.0,1042342.0,119220869.0,644437.12972973,652022.0034445395,3297541.0,3443.0,0,1,0,0,1100,3720,0.4613286286312844,1.5601295440985252,6.0,64.0,19.2809917355372,10.37370050092632,107.61366208291895,0,0,0,1,1,0,0,0,3.0,19.360995850622405,6.0,23.22580645161291,0,0,0,0,0,0,55,330,186,4320,-1,253,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.19-192.168.1.20-2404-50050-6,192.168.1.20,50050,192.168.1.19,2404,6,25/04/2020 12:36:46 AM,119528639,56,185,352.0,4094.0,22.0,6.0,6.2857142857142865,2.138089935299395,40.0,6.0,22.12972972972974,7.955339499794575,37.19610661675818,2.016253192676276,498035.9958333335,574401.0469782514,2529638.0,18.0,119308431.0,2169244.2,734414.8159837596,4846014.0,997989.0,119528639.0,649612.168478261,630704.1358996269,2890398.0,3600.0,0,1,0,0,1120,3700,0.4685069659330765,1.5477462267431992,6.0,40.0,18.43801652892564,9.70382357115692,94.1641919001406,0,0,0,1,1,0,0,0,3.0,18.514522821576765,6.285714285714287,22.12972972972973,0,0,0,0,0,0,56,352,185,4094,-1,252,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.19-192.168.1.20-2404-50050-6,192.168.1.20,50050,192.168.1.19,2404,6,25/04/2020 12:38:46 AM,119802378,58,204,348.0,4784.0,6.0,6.0,6.0,0.0,32.0,16.0,23.450980392156872,8.000772685567068,42.83721313111164,2.186934887052075,459012.9425287353,509322.5484299186,2218036.0,17.0,119050560.0,2088606.315789473,556512.0247143349,3281426.0,1070050.0,119802378.0,590159.497536946,531128.8073331296,2263793.0,3473.0,0,1,0,0,1160,4080,0.4841306238512227,1.7028042632008522,6.0,32.0,19.574144486692,10.106362628666023,102.1385655820972,0,0,0,1,1,0,0,0,3.0,19.648854961832054,6.0,23.450980392156854,0,0,0,0,0,0,58,348,204,4784,-1,251,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.19-192.168.1.20-2404-50050-6,192.168.1.20,50050,192.168.1.19,2404,6,25/04/2020 12:40:46 AM,119672659,55,194,330.0,4384.0,6.0,6.0,6.0,0.0,32.0,16.0,22.597938144329905,7.896558959136425,39.390785158371045,2.08067575401663,482551.04435483844,516169.63148255437,2358203.0,17.0,117296859.0,2172164.0555555555,590099.171228836,3399491.0,1130441.0,119672659.0,620065.5906735752,559622.8796404655,2358203.0,3460.0,0,1,0,0,1100,3880,0.4595870139394162,1.6210887400772136,6.0,32.0,18.920000000000012,9.78655745537261,95.77670682730921,0,0,0,1,1,0,0,0,3.0,18.995983935742974,6.0,22.597938144329905,0,0,0,0,0,0,55,330,194,4384,-1,255,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.19-192.168.1.20-2404-50050-6,192.168.1.20,50050,192.168.1.19,2404,6,25/04/2020 12:42:47 AM,119925975,62,206,382.0,4766.0,16.0,6.0,6.161290322580648,1.2700012700019052,48.0,6.0,23.135922330097074,8.559175414682409,42.92648027251811,2.234711871218892,449160.9550561798,451081.4792376219,1966912.0,17.0,119922637.0,1965944.8688524591,526589.9259942368,3184366.0,834062.0,119282354.0,581865.141463414,494909.31072381523,2232778.0,2889.0,0,1,0,0,1240,4120,0.516985582147654,1.7177262890712377,6.0,48.0,19.197026022304843,10.376954522031275,107.68118515230532,0,0,0,1,1,0,0,0,3.0,19.26865671641791,6.161290322580645,23.135922330097088,0,0,0,0,0,0,62,382,206,4766,-1,254,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.19-192.168.1.20-2404-50050-6,192.168.1.20,50050,192.168.1.19,2404,6,25/04/2020 12:44:48 AM,119736620,61,209,366.0,4800.0,6.0,6.0,6.0,0.0,32.0,16.0,22.966507177033485,7.952009165032793,43.144695415654795,2.2549492377519926,445117.5464684015,444061.9611994489,2076583.0,19.0,116978339.0,1949638.9833333339,455342.3796858236,3436020.0,1109055.0,119736620.0,575656.8269230769,505715.4728103693,2108067.0,3515.0,0,1,0,0,1220,4180,0.5094514944550799,1.7454977432969128,6.0,32.0,19.121771217712173,9.954522804161726,99.09252425857584,0,0,0,1,1,0,0,0,3.0,19.192592592592593,6.0,22.966507177033485,0,0,0,0,0,0,61,366,209,4800,-1,252,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.19-192.168.1.20-2404-50050-6,192.168.1.20,50050,192.168.1.19,2404,6,25/04/2020 12:46:49 AM,119874141,60,189,360.0,4512.0,6.0,6.0,6.0,0.0,48.0,16.0,23.87301587301588,8.352905081643042,40.6426270032667,2.077178596841833,483363.4717741935,491474.44738468353,2022374.0,17.0,119009866.0,2017116.372881356,542854.2238271357,3485410.0,739710.0,119874141.0,637628.4095744676,549896.5469428265,2294051.0,3479.0,0,1,0,0,1200,3780,0.5005249630944175,1.5766536337474153,6.0,48.0,19.552,10.54305077663552,111.1559196787148,0,0,0,1,1,0,0,0,3.0,19.630522088353416,6.0,23.87301587301588,0,0,0,0,0,0,60,360,189,4512,-1,251,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.19-192.168.1.20-2404-50050-6,192.168.1.20,50050,192.168.1.19,2404,6,25/04/2020 12:48:50 AM,119909114,62,206,382.0,4862.0,16.0,6.0,6.161290322580648,1.2700012700019054,72.0,6.0,23.601941747572823,8.879507573498072,43.733122738276606,2.235026104854715,449097.8052434454,457246.68921601493,2199976.0,16.0,119133837.0,1953013.7213114758,716379.636914933,4104892.0,15509.0,119909114.0,584922.5073170732,512335.2767977314,2199976.0,3371.0,0,1,0,0,1240,4120,0.5170582779887773,1.7179678268659375,6.0,72.0,19.55390334572489,10.715184580890963,114.81518060256344,0,0,0,1,1,0,0,0,3.0,19.626865671641788,6.161290322580645,23.601941747572816,0,0,0,0,0,0,62,382,206,4862,-1,255,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
192.168.1.19-192.168.1.20-2404-50050-6,192.168.1.20,50050,192.168.1.19,2404,6,25/04/2020 12:50:50 AM,119780486,64,223,384.0,5760.0,6.0,6.0,6.0,0.0,48.0,16.0,25.829596412556054,10.567143678026678,51.29383095005976,2.39604972048619,418812.8881118879,387406.5048814367,1453031.0,24.0,118147947.0,1875364.238095238,457853.0672971165,2719792.0,498271.0,119780486.0,539551.7387387386,470352.2027137707,1454400.0,3883.0,0,1,0,0,1280,4460,0.5343107390631225,1.861738981423068,6.0,48.0,21.38888888888889,12.434139309333716,154.60782036391785,0,0,0,1,1,0,0,0,3.0,21.463414634146346,6.0,25.829596412556054,0,0,0,0,0,0,64,384,223,5760,-1,254,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m_sp_na_1_DoS
