Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.20-192.168.1.26-50048-2404-6,192.168.1.20,50048,192.168.1.26,2404,6,25/04/2020 12:32:31 AM,119275485,60,243,370.0,5690.0,16.0,6.0,6.166666666666668,1.2909944487358058,48.0,6.0,23.41563786008232,8.36981505372741,50.80675211674889,2.5403376058374443,394951.9370860927,339076.8444744596,1298057.0,312.0,116476259.0,1974173.8813559331,314077.12939587724,2510910.0,237266.0,119275485.0,492873.9049586778,311299.6717545138,1298057.0,4593.0,0,1,0,0,1200,4860,0.5030371496707811,2.037300456166663,6.0,48.0,19.95394736842105,10.206345541737884,104.16948931735284,0,0,0,1,1,0,0,0,4.0,20.01980198019801,6.166666666666668,23.415637860082306,0,0,0,0,0,0,60,370,243,5690,-1,255,60,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.26-50048-2404-6,192.168.1.20,50048,192.168.1.26,2404,6,25/04/2020 12:34:31 AM,119201730,69,261,414.0,5760.0,6.0,6.0,6.0,0.0,32.0,16.0,22.068965517241374,7.778362152271089,51.79455029721465,2.768416196644126,362315.28875379945,346675.879255796,986119.0,24.0,118000225.0,1735297.4264705884,328195.7595887996,2217013.0,1199830.0,119201730.0,458468.1923076922,329039.520520154,986119.0,1100.0,0,1,0,0,1380,5220,0.5788506592983172,2.1895655373458087,6.0,32.0,18.700906344410857,9.507475484330287,90.39209008514143,0,0,0,1,1,0,0,0,3.0,18.75757575757576,6.0,22.068965517241374,0,0,0,0,0,0,69,414,261,5760,-1,253,69,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.26-50048-2404-6,192.168.1.20,50048,192.168.1.26,2404,6,25/04/2020 12:36:31 AM,119702167,67,281,412.0,5790.0,16.0,6.0,6.149253731343284,1.2216944435630523,40.0,6.0,20.60498220640568,7.3671939378259514,51.81192751506329,2.9072155393811707,344963.0172910668,304617.28790070716,1295020.0,25.0,118609061.0,1797106.9848484853,348853.7061869694,2091153.0,218304.0,119702167.0,427507.7392857144,285147.8477889561,1297201.0,1193.0,0,1,0,0,1340,5620,0.5597225320072944,2.3474930073738767,6.0,40.0,17.816618911174817,8.743513788116003,76.44903336297466,0,0,0,1,1,0,0,0,4.0,17.867816091954023,6.149253731343284,20.60498220640569,0,0,0,0,0,0,67,412,281,5790,-1,251,67,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.26-50048-2404-6,192.168.1.20,50048,192.168.1.26,2404,6,25/04/2020 12:38:31 AM,119999379,66,251,396.0,5728.0,6.0,6.0,6.0,0.0,32.0,16.0,22.82071713147409,7.928412772028543,51.03359743220004,2.6416803373624123,379744.8702531646,346112.5760796997,1297226.0,21.0,119000208.0,1830772.430769231,295415.2087907359,2407224.0,1201724.0,119999379.0,479997.51600000006,323509.9596739903,1297758.0,1071.0,0,1,0,0,1320,5020,0.5500028462647294,2.091677491097683,6.0,32.0,19.308176100628945,9.810796657140287,96.25173104775507,0,0,0,1,1,0,0,0,3.0,19.369085173501574,6.0,22.820717131474105,0,0,0,0,0,0,66,396,251,5728,-1,256,66,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.26-50048-2404-6,192.168.1.20,50048,192.168.1.26,2404,6,25/04/2020 12:40:32 AM,119390542,68,255,408.0,5744.0,6.0,6.0,6.0,0.0,32.0,16.0,22.525490196078426,7.878402730350637,51.528369810064184,2.7054069324854897,370778.08074534155,342053.59641059197,1294653.0,16.0,118389398.0,1767005.9402985075,316130.8623379594,2389880.0,1202068.0,119390542.0,470041.50393700774,321287.2641260016,1296866.0,1005.0,0,1,0,0,1360,5100,0.5695593542074715,2.135847578278018,6.0,32.0,19.086419753086425,9.732264212849485,94.71696670871077,0,0,0,1,1,0,0,0,3.0,19.14551083591332,6.0,22.525490196078433,0,0,0,0,0,0,68,408,255,5744,-1,254,68,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.26-50048-2404-6,192.168.1.20,50048,192.168.1.26,2404,6,25/04/2020 12:42:32 AM,119202947,72,263,448.0,5822.0,22.0,6.0,6.222222222222222,1.8856180831641267,56.0,6.0,22.136882129277588,8.207953748992223,52.59937071857796,2.8103332042621405,356895.05089820345,348215.5966705295,1068651.0,18.0,117093137.0,1649199.1126760559,328027.4019446089,1909876.0,999564.0,119202947.0,454973.0801526718,332495.7432600009,1068651.0,1005.0,0,1,0,0,1440,5260,0.6040119125578329,2.2063212917043065,6.0,56.0,18.70833333333334,9.808223273411679,96.20124378109449,0,0,0,1,1,0,0,0,3.0,18.764179104477613,6.222222222222222,22.136882129277566,0,0,0,0,0,0,72,448,263,5822,-1,252,72,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.26-50048-2404-6,192.168.1.20,50048,192.168.1.26,2404,6,25/04/2020 12:44:32 AM,119999650,72,262,432.0,5776.0,6.0,6.0,6.0,0.0,32.0,16.0,22.045801526717558,7.772495563596546,51.73348422266231,2.7833414514125665,360359.3093093096,342642.50100481504,996622.0,17.0,119201734.0,1678897.6619718312,332797.1765372564,2296169.0,892161.0,119999650.0,459768.7739463602,324474.0477679441,996622.0,993.0,0,1,0,0,1440,5240,0.6000017500051041,2.1833397014074625,6.0,32.0,18.579104477611946,9.527089289670961,90.76543033336313,0,0,0,1,1,0,0,0,3.0,18.63473053892216,6.0,22.045801526717558,0,0,0,0,0,0,72,432,262,5776,-1,251,72,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.26-50048-2404-6,192.168.1.20,50048,192.168.1.26,2404,6,25/04/2020 12:46:32 AM,119921767,72,255,432.0,5792.0,6.0,6.0,6.0,0.0,32.0,16.0,22.713725490196072,7.911444406776366,51.900502766941386,2.7267776999983657,367858.1809815949,344300.1042471495,998373.0,16.0,118135488.0,1663880.1126760568,328791.95280513744,2206942.0,908741.0,119921767.0,472132.9409448821,325095.86338354315,998373.0,972.0,0,1,0,0,1440,5100,0.6003914201831265,2.12638627981524,6.0,32.0,19.07317073170733,9.85370727707394,97.09554710225993,0,0,0,1,1,0,0,0,3.0,19.131498470948014,6.0,22.71372549019608,0,0,0,0,0,0,72,432,255,5792,-1,255,72,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.26-50048-2404-6,192.168.1.20,50048,192.168.1.26,2404,6,25/04/2020 12:48:33 AM,119999673,73,249,448.0,5838.0,16.0,6.0,6.136986301369865,1.1704114719613057,56.0,6.0,23.44578313253012,8.422205210873763,52.38347607830565,2.683340645436592,373830.7570093457,336526.2573507408,998024.0,17.0,118000917.0,1638901.625,464502.1964218735,2809916.0,239856.0,119999673.0,483869.6491935482,313549.04910342465,998024.0,896.0,0,1,0,0,1460,4980,0.6083349910461839,2.075005654390408,6.0,56.0,19.51083591331269,10.368177555424968,107.49910582081804,0,0,0,1,1,0,0,0,3.0,19.571428571428573,6.136986301369863,23.44578313253012,0,0,0,0,0,0,73,448,249,5838,-1,253,73,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
192.168.1.20-192.168.1.26-50048-2404-6,192.168.1.20,50048,192.168.1.26,2404,6,25/04/2020 12:50:33 AM,119928044,67,244,402.0,5766.0,6.0,6.0,6.0,0.0,32.0,6.0,23.63114754098359,8.07444866919565,51.43083964581295,2.5932216488080138,386864.6580645164,298213.4693358862,993075.0,18.0,116858177.0,1770578.4393939388,678643.9012605185,3958838.0,140.0,119928044.0,493531.0452674896,291170.7512377246,993075.0,18.0,0,1,0,0,1340,4880,0.5586683294859708,2.0345533193220438,6.0,32.0,19.788461538461537,10.202773480434114,104.09658669304966,0,0,0,1,1,0,0,0,3.0,19.85209003215434,6.0,23.631147540983605,0,0,0,0,0,0,67,402,244,5766,-1,251,67,0,0,0,0,0,0,0,0,0,m_sp_na_1_DoS
